Geneid	A1_S61_early_BHI_1	A2_S62_early_BHI_2	A3_S63_early_BHI_3	A7_S64_late_BHI_1	A8_S65_late_BHI_2	A9_S66_late_BHI_3	B1_S67_early_butyrate_1	B2_S68_early_Butyrate_2	B3_S69_early_Butyrate_3	B7_S70_late_Butyrate_1	B8_S71_late_Butyrate_2	B9_S72_late_Butyrate_3
cds-CAJ69101.1	59	47	44	100	43	17	40	901	1204	713	1427	1438
cds-CAJ69102.2	298	283	454	450	599	230	329	726	1152	1285	1468	1335
cds-CD630_22180	0	2	0	0	0	4	0	1	2	7	4	3
cds-CD630_22190	4	0	0	8	0	2	4	2	0	10	2	8
cds-CAJ69105.1	1024	951	1146	1069	824	2054	997	1701	1844	1757	3278	3362
cds-CD630_22210	308	278	358	239	301	39	259	265	311	396	339	185
cds-CAJ69107.1	541	364	575	536	500	206	400	497	682	901	971	436
cds-CCA62863.1	139	86	162	146	153	70	164	154	253	300	262	136
cds-CCA62864.1	109	101	106	100	116	30	101	148	128	236	209	131
cds-CAJ69108.1	5	14	21	9	13	2	15	64	86	120	147	108
cds-CAJ69109.1	0	1	0	0	1	0	0	4	4	7	2	3
cds-CCA62865.1	1	3	2	7	13	0	5	16	10	17	18	19
cds-CCA62866.1	1	8	3	6	11	1	3	5	9	27	20	13
cds-CD630_22250	534	518	785	682	744	410	521	625	578	599	782	605
cds-CAJ69111.1	423	356	495	574	499	270	427	949	961	1026	1111	887
cds-CAJ69112.1	1767	1753	2868	1912	2506	823	1474	2607	2145	3340	4514	4433
cds-CAJ69113.1	829	814	1095	758	886	157	494	763	632	698	983	725
cds-CAJ69114.1	20	14	60	24	30	6	16	28	52	74	80	33
cds-CAJ69115.1	26	18	22	51	18	24	27	34	38	86	64	23
cds-CAJ69116.2	10	2	4	9	12	4	10	6	6	6	25	17
cds-CAJ69117.1	2	0	2	10	4	7	6	13	4	4	0	5
cds-CAJ69118.2	0	2	0	6	4	0	0	6	2	5	4	17
cds-CAJ69119.1	163	156	95	173	89	16	115	255	232	266	343	298
cds-CAJ69120.1	465	347	351	374	225	90	335	643	676	789	869	703
cds-CAJ69121.1	83	84	53	89	68	62	64	48	34	50	81	46
cds-CAJ69122.1	16	18	18	13	28	87	28	26	14	20	38	46
cds-CAJ69123.1	12	15	10	7	6	80	17	36	12	52	16	16
cds-CAJ69124.1	187	99	191	133	160	1456	220	260	160	505	262	133
cds-CAJ69125.1	35	28	57	41	55	630	93	124	70	172	57	63
cds-CAJ69126.1	71	32	67	45	37	961	173	98	46	127	83	37
cds-CAJ69127.2	46	30	36	23	36	4	9	186	101	338	180	142
cds-CAJ69128.1	112	100	172	124	114	26	39	528	380	811	617	434
cds-CAJ69129.1	188	228	263	191	184	27	153	454	571	2597	1041	682
cds-CAJ69130.1	4113	4671	8869	3089	6333	622	3861	5043	3918	6438	6398	4199
cds-CAJ69131.2	10	3	8	3	3	0	16	5	51	704	79	69
cds-CAJ69132.1	114	103	92	93	111	26	199	398	692	9095	1136	1233
cds-CAJ69133.1	158	156	124	188	191	36	342	648	1039	16128	2342	2055
cds-CAJ69134.1	480	516	777	1231	843	738	1130	1823	1466	1507	2358	1584
cds-CAJ69135.1	276	337	560	822	638	514	730	1115	1001	854	1443	939
cds-CAJ69136.1	1240	783	756	958	447	126	841	1224	1006	1170	1287	608
cds-CAJ69137.1	192	118	102	275	92	1142	129	931	538	1365	1574	2227
cds-CAJ69138.1	617	505	285	297	280	655	319	506	438	525	767	643
cds-CAJ69139.1	195	111	187	204	138	56	98	253	238	318	507	349
cds-CAJ69140.1	156	136	122	137	109	16	79	59	99	143	153	146
cds-CAJ69141.1	1444	1245	1513	1413	1112	673	1066	1600	1729	1961	2787	1898
cds-CAJ69142.1	358	269	446	242	455	98	238	589	707	850	908	374
cds-CAJ69143.1	1507	1247	1697	1513	1553	644	1237	4393	4183	3934	5808	4597
cds-CAJ69144.1	978	856	1191	792	1104	385	713	652	571	635	840	619
cds-CAJ69145.1	2133	1989	2634	1612	1597	130	1607	2038	2257	2303	2249	1082
cds-CAJ69146.1	3229	3271	4048	3166	3034	386	3036	3461	5463	6472	4546	5391
cds-CAJ69147.1	2394	1590	1621	2456	2034	1021	2744	1441	2843	6658	3631	6550
cds-CAJ69148.1	1625	2210	4275	1699	4138	113	974	2612	3136	3712	3066	2645
cds-CAJ69149.1	60	82	72	107	54	6	38	322	250	265	357	348
cds-CAJ69150.1	56	60	42	24	47	9	48	48	63	187	116	227
cds-CAJ69151.1	615	747	218	224	223	43	445	226	219	752	392	496
cds-CD630_22670	111	85	27	26	31	12	57	108	114	109	116	168
cds-CAJ69153.1	15945	19097	211	234	239	271	13373	215	253	923	325	236
cds-CAJ69154.1	2011	2393	27	46	42	26	1389	26	42	109	55	68
cds-CAJ69155.1	261	260	252	261	146	179	166	637	784	785	1230	1052
cds-CAJ69156.1	16	8	28	5	14	14	32	64	54	52	81	82
cds-CAJ69157.1	580	276	258	183	97	55	160	303	268	797	398	496
cds-CAJ69158.1	52	46	38	56	50	8	36	282	243	199	303	242
cds-CAJ69159.1	516	522	452	331	356	44	322	604	607	509	472	305
cds-CAJ69160.1	661	352	334	332	200	146	480	554	878	984	1062	691
cds-CAJ69161.1	11	11	8	8	13	0	7	25	35	120	43	69
cds-CAJ69162.1	2	19	20	6	13	2	13	15	14	136	20	50
cds-CAJ69163.1	2	6	6	8	6	4	4	2	8	20	3	4
cds-CAJ69164.1	40	38	40	18	18	36	28	91	88	144	101	102
cds-CAJ69165.1	14	19	26	13	12	4	12	6	8	12	8	26
cds-CAJ69166.2	2	10	8	0	2	0	8	14	0	26	12	9
cds-CAJ69167.1	40	8	18	18	20	0	18	39	24	94	40	56
cds-CAJ69168.1	5	0	4	5	1	0	3	64	153	43	88	65
cds-CD630_22841	1	4	4	5	1	0	3	45	77	27	61	21
cds-CAJ69169.1	979	843	1081	859	787	204	920	1196	1690	1464	1693	833
cds-CAJ69170.1	48	23	19	24	18	4	20	63	51	73	66	47
cds-CAJ69171.1	0	2	0	0	5	0	1	32	24	41	40	19
cds-CAJ69172.1	533	460	533	763	553	227	580	1466	1207	1269	1573	1125
cds-CAJ69173.1	194	204	112	307	182	69	179	550	603	539	687	379
cds-CAJ69174.1	2	0	0	8	0	0	4	7	2	8	16	5
cds-CAJ69175.1	28	23	35	18	24	17	26	53	29	23	46	18
cds-CAJ69176.1	16	12	28	22	14	12	15	22	21	23	44	54
cds-CAJ69177.1	4	2	6	4	4	7	2	26	64	46	93	36
cds-CAJ69178.1	0	5	0	2	0	0	1	26	29	36	54	62
cds-CAJ69179.1	11	11	20	67	40	23	30	492	649	514	979	1216
cds-CD630_22951	35	25	13	38	36	39	26	220	442	419	551	428
cds-CCA62868.1	0	0	1	0	0	0	0	3	2	1	0	3
cds-CAJ69181.1	17	21	16	14	27	6	13	50	47	79	54	50
cds-CAJ69182.1	15	17	21	13	33	7	24	11	17	36	27	33
cds-CD630_22980	0	0	0	2	0	0	2	1	0	0	2	0
cds-CCA62869.1	2	0	0	0	4	0	0	0	0	4	2	4
cds-CAJ69184.1	128	258	331	328	608	1044	178	350	367	389	916	967
cds-CAJ69185.1	79	45	42	42	31	53	40	70	34	64	66	45
cds-CAJ69186.2	26	10	12	11	11	9	10	43	50	70	66	61
cds-CD630_23011	1	1	0	0	0	0	0	0	0	12	1	3
cds-CD630_23020	9930	8016	12693	8014	8165	3232	5339	7490	9156	9766	12282	8853
cds-CD630_23021	0	0	0	0	0	0	0	0	0	0	0	1
cds-CD630_23030	0	0	0	0	2	0	0	2	2	0	1	6
cds-CAJ69190.1	0	0	0	0	0	0	0	0	4	4	1	2
cds-CAJ69191.1	228	163	269	146	82	42	141	147	166	187	199	126
cds-CCA62871.1	1	0	0	2	0	0	0	2	6	6	18	10
cds-CD630_23051	0	0	0	0	0	0	0	0	0	2	1	0
cds-CD630_23060	0	0	3	0	0	1	0	1	2	0	2	2
cds-CAJ69194.1	74	75	213	194	225	600	141	342	412	584	1712	1059
cds-CAJ69195.1	7	18	33	39	42	113	26	135	131	106	429	359
cds-CAJ69196.1	1527	1806	3123	5139	4767	25316	3633	4772	3757	2317	7846	19661
cds-CAJ69197.1	353	444	477	314	532	40	185	585	842	443	866	717
cds-CAJ69198.1	131	88	188	92	233	153	100	239	388	467	543	182
cds-CAJ69199.1	35	37	85	45	81	61	23	220	278	488	446	153
cds-CAJ69200.1	69	34	85	57	82	60	34	109	147	203	250	61
cds-CAJ69201.1	24	28	67	52	77	40	39	116	137	248	283	111
cds-CAJ69202.1	0	1	10	4	9	0	0	13	81	403	89	144
cds-CAJ69203.1	102	87	158	92	90	9	86	219	286	634	456	431
cds-CAJ69204.1	53	45	74	53	37	8	32	477	731	793	849	617
cds-CAJ69205.1	5172	5664	5211	4251	3874	489	5149	4483	4002	3841	3818	2399
cds-CAJ69206.1	2029	1827	1361	1465	977	185	1647	1540	1151	1219	1131	724
cds-CAJ69207.1	375	397	353	241	220	55	304	313	206	225	157	134
cds-CAJ69208.1	18476	14930	14903	9234	9902	3299	12140	8820	6705	7069	6516	4661
cds-CAJ69209.1	18748	17297	17657	11001	11084	2610	13344	10481	8980	10742	9229	5591
cds-CAJ69210.1	20	16	12	10	28	1318	200	25	26	80	34	48
cds-CAJ69211.1	18	30	6	13	33	1681	631	9	4	12	18	36
cds-CAJ69212.1	32	35	50	52	34	3193	5825	35	39	52	88	84
cds-CAJ69213.1	2	0	4	0	0	118	272	38	16	55	62	52
cds-CAJ69214.1	0	0	2	1	2	459	1542	10	4	8	12	26
cds-CAJ69215.1	689	620	916	844	810	267	669	866	1007	1057	1806	991
cds-CAJ69216.1	2252	2151	3826	1635	2455	756	1244	2420	1954	1515	3111	3879
cds-CAJ69217.1	405	335	622	159	304	86	80	143	232	91	228	305
cds-CAJ69218.1	69	114	77	91	77	9431	243	162	134	384	383	459
cds-CAJ69219.1	37	25	41	39	36	3142	140	47	30	107	97	95
cds-CAJ69220.2	75	63	60	118	56	5737	924	286	224	782	655	597
cds-CAJ69221.1	223	127	176	134	150	12450	3221	242	256	557	450	448
cds-CAJ69222.1	21576	18853	27373	19844	18094	6578	19100	26153	21602	22637	31749	18505
cds-CAJ69223.1	1128	1137	1485	1392	1473	842	1152	1517	1602	1587	2319	2922
cds-CAJ69224.1	264	217	233	261	200	84	170	688	622	497	794	1168
cds-CAJ69225.1	74992	63442	35174	2101	2085	4679	5032	2185	6114	3627	5099	3875
cds-CAJ69226.1	164498	106574	48046	4266	4341	8441	11706	4046	9022	5996	7915	5669
cds-CAJ69227.1	29963	20925	8598	479	603	1363	1593	519	1026	679	892	944
cds-CAJ69228.1	202349	150467	63999	3779	4559	10610	13278	4349	11829	7585	9628	8345
cds-CAJ69229.1	71318	59555	19557	1073	1096	1857	5520	772	1882	1302	1841	2026
cds-CAJ69230.1	184386	123448	36761	1955	1548	2972	13403	1390	3702	2791	2992	2938
cds-CAJ69231.1	123338	74594	20883	1392	940	1640	9844	730	1938	1382	1363	1577
cds-CAJ69232.1	165	195	145	330	118	15	189	5763	4497	4317	4340	2275
cds-CAJ69233.2	274	277	381	276	220	67	280	1340	1316	1144	1514	998
cds-CAJ69234.1	411	440	675	714	1220	2302	520	725	833	639	1390	2404
cds-CAJ69235.1	100	63	51	83	100	2269	82	714	4854	1307	7258	12538
cds-CAJ69236.1	46	29	87	105	153	3834	144	1061	8346	2077	12322	18979
cds-CAJ69237.2	13474	20759	23987	34222	46975	71939	28812	32572	24283	51151	53296	43029
cds-CAJ69238.2	76	25	55	29	47	1246	88	343	2752	426	3356	6392
cds-CAJ69239.1	128	35	97	79	145	5652	369	1679	9812	2033	12709	20456
cds-CAJ69240.1	11	16	20	4	21	1269	56	352	1567	274	2311	4730
cds-CAJ69241.1	15	25	47	28	89	2461	183	598	3648	588	4753	8799
cds-CAJ69242.1	5	16	38	13	44	771	134	329	2456	424	3037	4935
cds-CAJ69243.1	191	129	123	118	89	39	95	186	244	308	427	250
cds-CAJ69244.1	323	256	286	350	258	26	245	961	937	821	1197	718
cds-CCA62872.1	883	770	996	665	760	29	627	726	712	537	696	279
cds-CAJ69245.1	2840	2640	3389	2331	2307	145	2192	3810	4592	3244	4041	1605
cds-CAJ69246.2	4839	4521	5711	3516	4452	189	3381	4091	4565	3382	3736	1420
cds-CD630_23620	7472	6702	7340	5074	5093	393	5050	7053	5632	5502	6221	2249
cds-CAJ69248.1	2099	1876	2061	1528	1335	107	1808	2610	2640	2525	3149	959
cds-CAJ69249.1	161	236	206	179	122	5	119	368	432	235	328	232
cds-CAJ69250.1	28273	25201	30461	19016	19495	2745	20036	20268	21955	21084	26615	13941
cds-CAJ69251.1	3794	3721	3587	3026	2528	332	2784	4028	4197	4093	4913	3069
cds-CAJ69252.1	13480	10525	11567	8658	7050	817	8845	14180	14509	14642	18526	12120
cds-CAJ69253.1	219	255	211	180	136	17	164	608	799	613	768	709
cds-CAJ69254.1	6182	5643	5732	3899	3383	515	3570	3360	2830	3052	4504	3637
cds-CAJ69255.1	62	75	80	44	77	5	71	74	58	110	72	43
cds-CAJ69256.1	76	87	71	58	82	11	58	62	88	119	164	52
cds-CAJ69257.1	103	81	99	64	56	10	82	196	177	292	204	118
cds-CAJ69258.1	945	794	908	3856	2588	1723	4128	5368	6983	42212	18485	13230
cds-CAJ69259.1	67	41	98	142	121	37	98	1098	2154	9876	4516	6148
cds-CAJ69260.1	22	13	14	39	5	3	50	765	1543	12625	4269	6472
cds-CAJ69261.1	1512	1253	1584	1755	1236	519	1365	4888	4639	4684	6417	5364
cds-CAJ69262.1	867	800	905	809	739	168	604	1216	1135	839	1563	1321
cds-CAJ69263.1	1954	1670	1968	1746	1667	557	1736	2121	1755	1628	2780	2156
cds-CAJ69264.1	4445	3955	3124	11415	9856	22369	4581	3556	1166	3391	2432	2541
cds-CAJ69265.1	990	693	363	2130	1537	4373	720	709	146	649	393	484
cds-CAJ69266.1	9357	6859	4573	25761	17877	46961	10901	8472	1756	8245	4446	4696
cds-CAJ69267.1	4500	3296	2313	11758	9151	20923	5212	4957	1112	4639	2797	3000
cds-CAJ69268.2	632	659	666	1070	762	123	704	1530	2353	2508	2697	1335
cds-CAJ69269.1	137	188	146	258	149	20	145	913	1592	1166	1923	1152
cds-CAJ69270.1	17	39	20	46	24	6	22	827	1413	1079	1712	1259
cds-CAJ69271.1	6	2	4	6	1	0	0	62	61	76	85	50
cds-CCA62873.1	8	2	0	6	8	4	7	151	85	126	88	421
cds-CAJ69272.1	1437	1134	1909	2542	3008	2576	2074	3889	4298	3874	5888	5278
cds-CAJ69273.1	5754	5258	5672	3864	4472	1463	3396	5069	4767	5068	5921	5457
cds-CAJ69274.1	783	715	475	835	411	140	470	2447	2464	2195	2433	1572
cds-CAJ69275.1	3700	3214	3365	2401	2573	982	2380	1599	1264	1409	1508	1086
cds-CAJ69276.1	0	0	0	4	0	0	1	37	19	29	49	26
cds-CAJ69277.1	3	10	38	14	57	34	10	122	85	72	161	83
cds-CAJ69278.1	3641	2648	3285	2331	2283	600	1912	2544	2239	4134	3416	2678
cds-CAJ69279.1	103	55	43	170	58	13	42	634	648	928	1095	911
cds-CAJ69280.1	4	8	4	2	8	0	2	0	8	8	5	55
cds-CAJ69281.1	1616	1836	3301	1821	2563	773	1681	2387	2071	3154	3208	2448
cds-CAJ69282.2	233	189	215	172	86	23	143	692	625	903	865	589
cds-CAJ69283.1	1307	1159	1062	906	654	109	784	880	735	961	997	555
cds-CAJ69284.1	27	35	13	7	1	7	31	3	95	125	64	340
cds-CAJ69285.1	103	62	23	16	12	77	47	30	180	283	95	710
cds-CAJ69286.1	305	157	75	48	32	152	219	77	367	668	209	2016
cds-CAJ69287.1	799	806	1165	671	648	70	670	465	476	539	581	411
cds-CAJ69288.1	250	418	727	388	564	55	291	317	312	313	389	380
cds-CAJ69289.1	1488	1286	1345	1324	1008	264	1291	2000	2960	4100	3810	1614
cds-CAJ69290.1	39	50	60	60	40	18	38	1133	1006	1050	1276	1089
cds-CAJ69291.1	4790	2891	1773	2439	1470	406	2498	1471	1112	2654	1926	1668
cds-CAJ69292.1	10995	6673	4106	5307	3417	858	5692	4467	2841	6874	5096	4451
cds-CAJ69293.2	2455	1659	1025	1401	907	321	1264	1503	1151	2295	1868	1643
cds-CAJ69294.1	43	16	14	12	10	16	17	11	17	40	46	82
cds-CAJ69295.2	9143	7146	8629	10483	7892	4158	9232	8650	7986	7365	12510	8462
cds-CAJ69296.1	3795	3087	3911	4778	2652	1229	3232	2517	1989	1751	2739	1982
cds-CAJ69297.1	1992	2439	3197	3508	2420	863	2371	1616	1276	1215	1644	1436
cds-CAJ69298.1	12	12	14	6	22	44	4	20	24	30	38	49
cds-CAJ69299.1	8	0	3	0	2	6	4	2	2	7	5	6
cds-CAJ69300.1	0	0	1	0	0	0	0	0	2	0	0	0
cds-CAJ69301.1	0	0	2	0	0	2	0	12	0	6	17	22
cds-CAJ69302.1	4	2	2	11	4	34	4	0	2	12	20	6
cds-CAJ69303.1	6	0	0	2	0	0	0	6	0	4	0	0
cds-CAJ69304.1	16	38	54	47	44	8	34	50	50	42	126	97
cds-CAJ69305.1	14	22	28	17	44	6	30	34	24	42	44	31
cds-CAJ69306.1	87	78	104	92	165	173	72	137	161	409	305	154
cds-CAJ69307.1	68	61	50	76	115	21	68	67	43	295	97	58
cds-CAJ69308.1	77	46	77	73	108	102	87	97	106	531	262	91
cds-CAJ69309.1	120	27	50	59	97	122	65	70	86	506	120	60
cds-CAJ69310.1	70	42	10	42	48	85	58	48	42	258	56	44
cds-CAJ69311.1	132	33	18	26	34	84	57	14	30	166	66	74
cds-CAJ69312.1	14	0	5	5	20	26	5	14	10	134	61	58
cds-CAJ69313.1	25	14	22	22	43	57	13	44	32	290	71	88
cds-CAJ69314.1	36	10	25	52	87	139	43	59	72	908	326	237
cds-CAJ69315.1	1	0	0	3	1	8	4	0	5	26	6	3
cds-CAJ69316.1	1055	1300	2024	1121	1114	348	770	1278	1362	814	1596	2286
cds-CAJ69317.1	97	54	75	62	57	23	31	218	284	1114	289	203
cds-CAJ69318.1	10730	10157	10621	10832	10275	6002	9247	14171	7642	10788	13756	6255
cds-CAJ69319.1	4017	3999	4433	4326	4557	1641	3488	4822	2680	4232	5437	2172
cds-CAJ69320.1	1981	1400	1687	1824	1997	2104	1427	2982	2591	4471	4430	3265
cds-CAJ69321.1	679	413	407	844	420	157	405	2330	2194	3833	2681	1521
cds-CCA62874.1	103	51	63	87	43	2	58	235	191	295	289	139
cds-CAJ69322.1	11323	8578	8614	9087	6312	1344	6926	9865	9413	19673	11931	7269
cds-CAJ69323.1	2572	2416	2759	2594	2224	492	2036	2345	2303	4836	3095	1826
cds-CAJ69324.1	797	744	795	711	736	149	524	429	583	982	743	409
cds-CAJ69325.1	1069	751	756	758	618	243	657	1107	1041	3218	1587	1559
cds-CAJ69326.1	166	176	120	126	106	22	82	135	165	682	237	259
cds-CAJ69327.1	1437	1123	944	725	581	50	580	638	657	4196	1100	1169
cds-CAJ69328.1	327	337	235	209	244	12	174	245	542	3523	1016	1288
cds-CAJ69329.1	0	2	0	2	0	2	0	24	11	148	57	91
cds-CAJ69330.1	84	98	186	112	96	349	68	460	549	4078	1905	2693
cds-CAJ69331.1	28	8	27	15	16	8	24	187	441	2552	849	1704
cds-CCA62875.1	12299	14958	16192	11772	16420	4905	10850	11093	7431	7672	9115	5140
cds-CAJ69333.1	504	695	826	473	794	341	360	578	314	275	390	340
cds-CAJ69334.1	1488	1853	2927	2873	3490	3606	2734	6078	3352	3678	6032	3621
cds-CAJ69335.1	2171	1939	2024	1845	1975	347	1588	2446	2734	3728	2794	1521
cds-CAJ69336.1	293	243	236	213	214	43	201	415	292	232	296	306
cds-CAJ69337.1	455	379	320	327	338	70	230	436	454	493	593	372
cds-CAJ69338.2	519	499	461	881	495	298	532	3618	3227	3307	5615	5615
cds-CAJ69339.1	227	238	202	376	286	121	245	896	763	793	1438	1408
cds-CAJ69340.1	708	807	715	923	976	440	772	1243	1017	1182	1889	1686
cds-CAJ69341.1	27	36	22	55	33	12	31	844	909	812	1374	1467
cds-CAJ69342.1	382	432	469	542	584	192	536	646	548	652	1052	1005
cds-CAJ69343.1	909	1092	1746	1042	929	234	1056	1358	1605	1710	1734	1060
cds-CAJ69344.1	26	19	32	31	18	4	8	281	411	359	536	466
cds-CAJ69345.1	3799	2548	2959	2649	1846	806	2750	3679	2568	3570	3015	2395
cds-CAJ69346.1	3731	2949	3217	2954	2174	626	2564	2698	1792	2352	2419	1502
cds-CCA62876.1	27	20	27	58	30	146	34	149	99	61	257	427
cds-CAJ69347.1	1221	1016	939	670	1195	1272	671	746	667	1008	1710	1363
cds-CAJ69348.1	17294	12830	14428	11535	20849	23883	12204	15706	17612	29558	62659	46015
cds-CAJ69349.1	634	521	376	428	658	687	471	522	621	924	2229	1699
cds-CAJ69350.1	2232	1268	962	1067	975	2062	1145	2179	2124	3984	7249	6516
cds-CAJ69351.1	211	130	99	206	107	15	104	146	144	291	163	153
cds-CAJ69352.1	1156	896	1012	697	657	254	699	750	897	3268	1170	1073
cds-CAJ69353.1	248	228	237	186	143	61	123	250	422	575	429	283
cds-CAJ69354.1	11125	9133	11284	6690	6427	538	5776	5550	6752	9296	6758	3415
cds-CAJ69355.1	0	1	1	0	1	0	1	16	59	545	115	225
cds-CAJ69356.1	23	21	28	14	20	18	64	182	414	5356	762	676
cds-CAJ69357.1	6	6	4	12	20	14	81	226	601	9594	1014	892
cds-CAJ69358.1	390	322	481	320	501	127	389	553	364	614	739	524
cds-CAJ69359.1	229	145	175	148	218	55	150	389	336	555	593	350
cds-CAJ69360.1	3510	5310	6770	3842	6350	512	2721	4398	4218	3496	4419	4569
cds-CAJ69361.1	79	75	54	59	22	1	41	320	330	343	387	368
cds-CAJ69362.1	8	9	31	4	8	0	3	60	141	192	140	257
cds-CAJ69363.1	5000	2966	3480	2652	2469	2942	2205	4185	2959	2861	3430	1556
cds-CAJ69364.1	1534	1039	911	1085	775	816	625	1934	1203	1446	1568	790
cds-CAJ69365.1	31	11	8	21	7	2	5	131	151	435	248	181
cds-CAJ69366.1	531	546	875	241	425	94	193	284	323	358	282	180
cds-CAJ69367.1	909	1060	1107	1251	1195	166	902	685	715	1250	936	959
cds-CAJ69368.1	1058	1186	2171	1206	1894	658	1106	2678	3069	1980	3650	2948
cds-CAJ69369.1	836	721	1175	605	1089	251	630	631	628	551	713	771
cds-CAJ69370.1	248	234	285	470	228	223	194	1082	1144	1029	1723	1158
cds-CAJ69371.1	35	20	22	42	23	14	8	61	38	144	123	58
cds-CAJ69372.1	16	24	20	12	18	6	10	39	46	34	31	18
cds-CAJ69373.1	182	132	172	86	188	146	125	221	168	742	281	282
cds-CAJ69374.1	64	26	37	14	39	28	27	17	26	84	45	29
cds-CAJ69375.1	20	36	32	24	27	17	66	36	22	104	44	65
cds-CAJ69376.1	71	32	42	26	4	20	55	61	66	342	99	105
cds-CAJ69377.1	39	11	24	36	16	13	17	35	40	60	18	19
cds-CAJ69378.1	1150	1019	1296	1020	696	150	751	1018	980	971	1342	1053
cds-CAJ69379.1	1482	1669	1556	1994	1609	972	1596	7518	7314	5443	9341	6277
cds-CAJ69380.1	1055	1197	959	873	874	62	899	1281	1258	1163	1108	659
cds-CAJ69381.2	2691	2685	2286	1688	1850	151	1860	1948	2082	2164	1670	1028
cds-CAJ69382.2	3968	3321	3109	2204	2393	160	2563	1821	2044	2218	1716	1124
cds-CAJ69383.1	14	4	2	1	0	2	6	0	6	29	9	21
cds-CAJ69384.1	4453	4581	6812	4033	4832	494	3574	6965	6167	4621	5970	3714
cds-CAJ69385.1	346	301	231	160	196	212	242	296	282	300	259	11939
cds-CAJ69386.2	317	390	480	304	322	48	267	236	232	350	246	255
cds-CAJ69387.1	257	225	226	344	234	67	193	315	285	286	523	526
cds-CAJ69388.1	887	886	1632	1250	2123	2378	1243	3700	2055	3323	4790	5003
cds-CAJ69389.1	509	351	620	433	593	195	372	792	1123	4767	1604	992
cds-CAJ69390.1	393	394	579	459	545	245	384	370	371	276	344	390
cds-CAJ69391.1	16	30	88	197	193	6	16	1706	1049	868	1493	1001
cds-CAJ69392.1	1110	1068	5094	2581	6092	405	798	5235	2939	3548	3750	2081
cds-CAJ69393.1	1174	1018	1523	1589	888	390	781	1723	2121	3089	2398	1214
cds-CAJ69394.2	1521	1024	1288	1769	591	271	816	1608	1841	2903	1867	1074
cds-CAJ69395.1	2419	1946	3865	3711	2136	867	1912	1875	2560	4217	3284	1417
cds-CAJ69396.1	1405	1062	1888	2087	1043	213	1289	1024	1270	1868	1389	535
cds-CAJ69397.1	20	16	19	28	9	1	8	202	308	312	346	140
cds-CAJ69398.1	574	432	726	753	427	31	450	303	355	484	365	168
cds-CAJ69399.1	6291	8214	14612	10792	18613	11009	6543	14274	14122	8952	25474	22946
cds-CAJ69400.1	4131	5592	12706	9284	24050	8682	10805	27442	28208	19427	44190	37808
cds-CAJ69401.1	6537	3023	4309	8885	1690	3904	2264	5585	6879	12574	17941	8887
cds-CAJ69402.1	7316	4172	6494	9179	2476	4362	3377	7604	13421	14925	25773	11777
cds-CAJ69403.1	60	39	60	43	39	10	22	122	241	95	232	218
cds-CAJ69404.1	3330	6637	9699	8642	14132	34576	6076	5980	4096	3511	8879	14675
cds-CAJ69405.1	370	508	633	628	623	1844	634	1637	1135	1077	1664	1849
cds-CAJ69406.1	724	454	816	732	641	525	502	1127	1374	1260	1561	2036
cds-CAJ69407.2	3731	2570	1961	1965	1107	199	1415	2016	2266	2139	1662	1443
cds-CD630_25201	571	469	326	244	181	6	213	115	157	93	54	49
cds-CAJ69408.1	11010	12568	13241	8113	9880	353	8339	7428	6243	7718	4076	2067
cds-CAJ69409.1	717	928	1085	717	870	313	569	909	777	535	573	702
cds-CAJ69410.1	351	354	566	399	648	253	437	698	715	704	1068	594
cds-CAJ69411.1	2064	1615	2649	2136	2911	1631	2387	3045	3349	3471	4762	2842
cds-CAJ69412.1	159	144	148	125	126	13	67	584	627	381	300	215
cds-CAJ69413.1	8332	5697	7517	5481	4932	659	5591	8435	8227	11588	4513	2538
cds-CAJ69414.2	5006	4418	6087	3754	4077	503	3876	5383	4094	5208	2526	1469
cds-CAJ69415.1	952	733	1247	632	1044	293	581	1358	852	1103	1053	459
cds-CAJ69416.1	7	9	9	1	4	40	0	90	57	57	3006	2044
cds-CAJ69417.1	56	31	18	58	17	1853	12	484	644	577	85701	74502
cds-CAJ69418.1	182	151	222	125	280	15317	93	155	223	206	40917	38453
cds-CAJ69419.1	223	219	273	161	400	21188	99	293	469	500	98163	70547
cds-CAJ69420.1	295	247	232	398	197	112	277	495	593	1092	1440	793
cds-CAJ69421.1	237	205	174	232	151	68	199	204	202	289	574	338
cds-CAJ69422.2	93	83	54	95	52	23	98	151	155	239	440	321
cds-CAJ69423.2	75	33	35	34	20	15	29	54	48	39	129	71
cds-CAJ69424.1	90	144	183	110	110	94	111	222	184	220	247	175
cds-CAJ69425.1	250	119	199	96	140	136	106	302	201	186	316	183
cds-CAJ69426.1	1119	670	830	760	525	545	815	1052	901	887	1535	1049
cds-CAJ69427.1	1149	1162	1249	947	960	782	681	1066	993	1202	1253	419
cds-CAJ69428.1	4483	3941	3315	3300	1831	259	2630	2666	2581	3949	3913	1995
cds-CAJ69429.1	241	225	226	298	224	97	195	877	913	1279	1763	831
cds-CAJ69430.1	636	537	624	571	531	282	430	650	609	821	1133	534
cds-CAJ69431.1	341	244	253	321	192	118	244	502	487	558	816	426
cds-CAJ69432.1	1100	756	871	781	742	259	601	1227	1170	1485	2034	979
cds-CAJ69433.1	555	455	480	314	304	75	242	350	490	330	461	351
